,order_id,date,time
2019,5157,28-03-2016,16:09:26
2020,11181,06-07-2016,00:00:00
2021,8321,19-05-2016,21:49:28
2022,12011,19-05-2016,21:49:28
2023,11730,15-07-2016,00:00:00
2024,13066,15-07-2016,00:00:00
2025,4770,21-03-2016,19:41:00
2026,11025,04-07-2016,13:31:40
2027,12958,04-08-2016,19:40:00
2028,6454,19-04-2016,11:49:00
2029,9866,15-06-2016,00:06:32
2030,3283,25-02-2016,00:00:00
2031,14539,31-08-2016,14:28:43
2032,15913,23-09-2016,16:56:05
2033,3324,25-02-2016,17:59:00
2034,14758,04-09-2016,17:59:00
2035,9715,12-06-2016,15:37:01
2036,7202,01-05-2016,15:59:00
2037,17158,17-10-2016,22:01:00
2038,4602,18-03-2016,22:01:00
2039,2068,04-02-2016,00:49:48
2040,15640,04-02-2016,18:57:58
2041,16094,28-09-2016,00:00:00
2042,9186,03-06-2016,16:50:18
2043,17720,03-06-2016,16:49:27
2044,19526,28-11-2016,14:46:53
2045,20258,10-12-2016,00:00:00
2046,8532,10-12-2016,16:18:47
2047,6778,24-04-2016,16:03:00
2048,9832,14-06-2016,15:13:00
2049,4348,14-06-2016,00:00:00
2050,10972,03-07-2016,17:55:59
2051,19670,03-07-2016,22:39:00
2052,11590,13-07-2016,00:00:00
2053,7404,13-07-2016,18:44:26
2054,17756,30-10-2016,12:29:00
2055,17632,28-10-2016,12:23:00
2056,17741,29-10-2016,20:26:24
2057,19288,25-11-2016,00:00:00
2058,5557,03-04-2016,21:05:00
2059,13219,08-08-2016,21:05:00
2060,8075,15-05-2016,21:05:00
2061,9336,06-06-2016,00:00:00
2062,3067,20-02-2016,20:22:25
2063,10848,20-02-2016,18:41:04
2064,14194,25-08-2016,15:16:48
2065,1214,25-08-2016,14:00:00
2066,8891,29-05-2016,19:35:48
2067,2208,06-02-2016,17:10:00
2068,13181,08-08-2016,17:16:41
2069,20539,15-12-2016,16:55:39
2070,6536,20-04-2016,16:04:00
2071,16376,02-10-2016,22:45:02
2072,17384,22-10-2016,21:36:21
2073,19176,24-11-2016,09:52:21
2074,7252,02-05-2016,13:46:41
2075,14833,05-09-2016,17:14:00
2076,6011,11-04-2016,00:00:00
2077,2020,03-02-2016,00:00:00
2078,9178,03-06-2016,14:45:43
2079,2889,18-02-2016,11:22:00
2080,11584,13-07-2016,11:28:51
2081,8498,22-05-2016,20:00:00
2082,6150,13-04-2016,21:15:17
2083,11033,13-04-2016,14:22:46
2084,19270,25-11-2016,00:00:00
2085,19953,05-12-2016,00:00:00
2086,11336,08-07-2016,21:00:00
2087,6524,20-04-2016,13:39:53
2088,703,12-01-2016,15:08:00
2089,8060,15-05-2016,17:52:00
2090,10311,22-06-2016,17:52:00
2091,20818,19-12-2016,20:25:37
2092,12452,27-07-2016,13:48:04
2093,1386,23-01-2016,21:01:00
2094,15819,21-09-2016,20:27:00
2095,1738,30-01-2016,13:46:00
2096,15528,16-09-2016,13:46:00
2097,10171,19-06-2016,22:04:53
2098,17481,24-10-2016,17:29:14
2099,4697,20-03-2016,00:00:00
2100,5320,31-03-2016,13:22:00
2101,17375,22-10-2016,13:22:00
2102,3416,27-02-2016,13:02:00
2103,4909,24-03-2016,16:39:37
2104,3525,28-02-2016,21:21:02
2105,488,08-01-2016,18:46:02
2106,793,14-01-2016,00:38:27
2107,6347,17-04-2016,00:38:27
2108,14942,17-04-2016,00:38:27
2109,1774,30-01-2016,00:38:27
2110,15372,14-09-2016,00:38:27
2111,19716,01-12-2016,18:08:51
2112,7805,11-05-2016,18:58:00
2113,3070,20-02-2016,21:02:16
2114,8410,21-05-2016,00:00:00
2115,11571,12-07-2016,20:48:00
2116,13060,12-07-2016,15:35:00
2117,15539,17-09-2016,12:44:48
2118,17896,01-11-2016,15:13:41
2119,5038,26-03-2016,00:00:00
2120,16495,26-03-2016,12:22:00
2121,17739,29-10-2016,12:22:00
2122,17059,16-10-2016,13:10:36
2123,17774,30-10-2016,00:00:00
2124,7047,28-04-2016,00:00:00
2125,7765,11-05-2016,00:00:00
2126,11328,08-07-2016,00:00:00
2127,15941,08-07-2016,11:48:00
2128,13944,21-08-2016,11:39:29
2129,17454,23-10-2016,21:30:55
2130,6725,23-04-2016,17:14:03
2131,9151,23-04-2016,00:00:00
2132,6116,13-04-2016,00:00:00
2133,3778,05-03-2016,00:00:00
2134,13639,15-08-2016,19:45:49
2135,16728,10-10-2016,13:01:00
2136,16969,15-10-2016,13:29:07
2137,20895,21-12-2016,13:14:00
2138,3305,25-02-2016,14:24:00
2139,15085,09-09-2016,20:30:00
2140,18591,13-11-2016,20:30:00
2141,11583,13-07-2016,11:28:40
2142,11267,07-07-2016,11:28:40
2143,130,02-01-2016,21:14:55
2144,18969,20-11-2016,13:36:55
2145,8937,30-05-2016,16:14:40
2146,2685,14-02-2016,17:15:58
2147,2573,12-02-2016,16:10:39
2148,2233,06-02-2016,21:07:00
2149,1011,17-01-2016,19:20:00
2150,19303,26-11-2016,19:20:00
2151,1297,26-11-2016,19:20:00
2152,11630,13-07-2016,19:44:50
2153,1112,19-01-2016,19:44:50
2154,2987,19-02-2016,17:41:19
2155,13436,12-08-2016,17:38:39
2156,18234,07-11-2016,15:35:48
2157,16894,14-10-2016,00:43:05
2158,2512,11-02-2016,18:02:54
2159,14073,23-08-2016,11:38:00
2160,17638,28-10-2016,11:38:00
2161,5023,26-03-2016,14:37:13
2162,15268,12-09-2016,17:56:07
2163,20829,20-12-2016,11:55:46
2164,10344,20-12-2016,13:04:57
2165,21020,23-12-2016,00:00:00
2166,8963,30-05-2016,20:55:00
2167,10679,28-06-2016,00:00:00
2168,4857,23-03-2016,00:00:00
2169,21058,24-12-2016,00:00:00
2170,3362,26-02-2016,13:50:00
2171,7934,13-05-2016,19:13:00
2172,20194,09-12-2016,19:14:40
2173,20083,07-12-2016,20:15:39
2174,11283,08-07-2016,00:00:00
2175,21035,23-12-2016,18:33:16
2176,4780,21-03-2016,00:00:00
2177,11931,18-07-2016,18:50:59
2178,20098,08-12-2016,00:00:00
2179,20150,08-12-2016,12:10:52
2180,12944,04-08-2016,16:59:16
2181,12599,30-07-2016,11:44:24
2182,10159,19-06-2016,20:45:14
2183,16670,09-10-2016,00:38:56
2184,12262,24-07-2016,13:18:34
2185,9162,03-06-2016,00:43:17
2186,9550,09-06-2016,17:51:14
2187,1231,21-01-2016,16:45:00
2188,17163,17-10-2016,22:14:01
2189,7529,07-05-2016,00:45:59
2190,11643,14-07-2016,12:33:00
2191,6130,13-04-2016,17:44:15
2192,15747,20-09-2016,00:00:00
2193,9165,20-09-2016,00:00:00
2194,12204,23-07-2016,00:00:00
2195,19933,23-07-2016,00:00:00
2196,7962,14-05-2016,13:05:07
2197,13383,11-08-2016,19:18:12
2198,4398,15-03-2016,19:55:00
2199,5601,15-03-2016,18:34:34
2200,6898,26-04-2016,14:41:41
2201,7166,30-04-2016,20:45:08
2202,20874,20-12-2016,20:45:08
2203,1888,01-02-2016,17:01:00
2204,1666,28-01-2016,21:28:00
2205,13310,10-08-2016,16:59:12
2206,16326,02-10-2016,12:54:00
2207,6015,11-04-2016,19:12:00
2208,1542,11-04-2016,18:37:22
2209,6661,22-04-2016,16:03:48
2210,13083,06-08-2016,19:07:00
2211,20359,12-12-2016,19:07:00
2212,7206,12-12-2016,16:18:00
2213,12890,03-08-2016,17:56:34
2214,5302,30-03-2016,21:15:00
2215,6469,19-04-2016,15:21:55
2216,16256,01-10-2016,13:26:02
2217,7678,09-05-2016,17:37:35
2218,2284,07-02-2016,19:35:00
2219,4038,07-02-2016,18:04:03
2220,13759,17-08-2016,18:49:37
2221,7673,09-05-2016,17:02:13
2222,3491,28-02-2016,15:44:50
2223,12718,31-07-2016,20:02:10
2224,11600,13-07-2016,00:00:00
2225,18041,04-11-2016,00:00:00
2226,8233,04-11-2016,13:13:44
2227,3810,05-03-2016,18:53:34
2228,20619,16-12-2016,18:54:08
2229,12824,02-08-2016,17:13:00
2230,16230,02-08-2016,21:09:00
2231,12795,01-08-2016,20:50:00
2232,14357,28-08-2016,00:00:00
2233,13560,14-08-2016,00:00:00
2234,17438,23-10-2016,19:11:00
2235,18738,16-11-2016,00:30:29
2236,77,02-01-2016,12:22:00
2237,2303,08-02-2016,12:10:20
2238,11555,12-07-2016,17:58:57
2239,702,12-01-2016,14:38:35
2240,4475,17-03-2016,12:56:00
2241,22,01-01-2016,14:16:26
2242,19135,01-01-2016,13:10:42
2243,4359,01-01-2016,12:42:00
2244,13833,19-08-2016,12:42:00
2245,10883,02-07-2016,13:06:26
2246,8599,24-05-2016,16:16:00
2247,2731,15-02-2016,13:54:00
2248,11879,17-07-2016,13:54:00
2249,17919,01-11-2016,18:42:24
2250,7965,01-11-2016,13:26:21
2251,11581,01-11-2016,11:18:43
2252,4765,21-03-2016,18:53:00
2253,2818,16-02-2016,18:40:09
2254,20614,16-12-2016,18:40:00
2255,16124,29-09-2016,00:00:00
2256,18631,29-09-2016,13:41:10
2257,7031,28-04-2016,13:41:10
2258,11093,04-07-2016,20:13:23
2259,1451,24-01-2016,20:13:23
2260,13929,20-08-2016,18:25:22
2261,18871,18-11-2016,18:25:22
2262,4865,23-03-2016,00:00:00
2263,15786,21-09-2016,13:19:00
2264,13625,15-08-2016,00:00:00
2265,12434,27-07-2016,00:00:00
2266,10540,26-06-2016,16:37:00
2267,5389,01-04-2016,13:32:58
2268,9174,03-06-2016,13:53:56
2269,1123,19-01-2016,00:00:00
2270,2149,05-02-2016,18:19:51
2271,14550,31-08-2016,17:32:00
2272,19882,04-12-2016,16:43:07
2273,9498,08-06-2016,20:23:00
2274,6169,14-04-2016,13:14:51
2275,17624,14-04-2016,22:35:54
2276,8889,29-05-2016,19:10:49
2277,20556,15-12-2016,19:23:00
2278,9729,12-06-2016,19:23:00
2279,4355,15-03-2016,11:40:00
2280,5002,26-03-2016,11:46:00
2281,13224,09-08-2016,11:54:21
2282,13140,07-08-2016,20:05:09
2283,11152,05-07-2016,18:33:00
2284,6523,20-04-2016,13:15:19
2285,18119,05-11-2016,00:00:00
2286,14018,22-08-2016,12:47:00
2287,8993,31-05-2016,16:55:12
2288,20701,31-05-2016,00:11:46
2289,18175,06-11-2016,15:33:21
2290,513,09-01-2016,12:22:48
2291,5216,29-03-2016,16:10:29
2292,20784,19-12-2016,13:29:00
2293,11732,15-07-2016,17:14:39
2294,79,02-01-2016,00:00:00
2295,17459,24-10-2016,00:13:18
2296,20309,11-12-2016,17:59:59
2297,12742,01-08-2016,13:44:10
2298,19745,02-12-2016,00:42:00
2299,808,14-01-2016,14:15:32
2300,19502,27-11-2016,21:11:00
2301,18966,20-11-2016,21:11:00
2302,3160,22-02-2016,19:51:00
2303,11208,06-07-2016,19:51:00
2304,14187,25-08-2016,13:04:12
2305,2839,17-02-2016,13:14:08
2306,2875,17-02-2016,19:26:46
2307,13018,05-08-2016,00:00:00
2308,14863,05-09-2016,22:22:24
2309,3257,24-02-2016,17:38:20
2310,6759,24-04-2016,17:38:20
2311,176,24-04-2016,17:51:57
2312,2914,24-04-2016,15:56:55
2313,3715,04-03-2016,15:56:55
2314,19752,02-12-2016,00:00:00
2315,503,09-01-2016,00:00:00
2316,4774,09-01-2016,20:14:45
2317,5140,28-03-2016,00:00:00
2318,724,28-03-2016,00:00:00
2319,5520,03-04-2016,13:47:13
2320,14542,31-08-2016,13:47:13
2321,18420,10-11-2016,00:00:00
2322,9857,14-06-2016,20:10:38
2323,21262,30-12-2016,16:04:28
2324,454,30-12-2016,00:00:00
2325,1432,30-12-2016,19:41:52
2326,12307,24-07-2016,19:41:52
2327,2331,08-02-2016,19:41:52
2328,2052,03-02-2016,19:54:31
2329,6631,21-04-2016,21:22:18
2330,7969,14-05-2016,13:47:53
2331,12126,14-05-2016,00:47:17
2332,17386,22-10-2016,00:00:00
2333,3408,27-02-2016,12:28:00
2334,8925,30-05-2016,14:19:12
2335,3247,24-02-2016,00:00:00
2336,12546,24-02-2016,20:28:59
2337,2870,17-02-2016,18:09:41
2338,20206,09-12-2016,21:01:25
2339,11671,14-07-2016,17:45:20
2340,16850,13-10-2016,15:44:21
2341,3259,24-02-2016,17:40:57
2342,11304,08-07-2016,14:37:51
2343,1864,01-02-2016,00:00:00
2344,6800,24-04-2016,19:21:27
2345,5854,08-04-2016,20:55:00
2346,18424,10-11-2016,17:10:04
2347,3618,02-03-2016,00:00:00
2348,15508,16-09-2016,17:16:43
2349,20937,22-12-2016,11:19:09
2350,7093,29-04-2016,00:00:00
2351,4734,21-03-2016,13:10:00
2352,15811,21-09-2016,18:39:00
2353,2991,21-09-2016,18:21:00
2354,13756,17-08-2016,00:00:00
2355,18713,15-11-2016,00:00:00
2356,7894,13-05-2016,12:30:00
2357,16926,14-10-2016,18:56:42
2358,20445,13-12-2016,20:04:00
2359,1651,28-01-2016,16:40:00
2360,17133,17-10-2016,17:11:00
2361,2631,13-02-2016,17:19:26
2362,14228,26-08-2016,11:16:00
2363,9892,15-06-2016,15:53:20
2364,13940,20-08-2016,21:02:05
2365,13307,10-08-2016,00:00:00
2366,392,07-01-2016,13:36:00
2367,13701,16-08-2016,19:21:48
2368,15555,17-09-2016,15:59:00
2369,3852,06-03-2016,17:27:00
2370,19805,03-12-2016,13:02:05
2371,15251,12-09-2016,15:43:16
2372,5256,30-03-2016,00:00:00
2373,15128,10-09-2016,16:42:00
2374,5229,10-09-2016,18:33:39
2375,15005,08-09-2016,16:48:59
2376,5645,05-04-2016,15:03:02
2377,10836,01-07-2016,00:00:00
2378,21325,31-12-2016,18:37:20
2379,4910,31-12-2016,16:43:00
2380,7271,02-05-2016,17:02:00
2381,17602,27-10-2016,18:05:59
2382,9388,06-06-2016,00:00:00
2383,473,08-01-2016,16:41:27
2384,12226,23-07-2016,18:21:44
2385,287,05-01-2016,18:21:44
2386,8111,16-05-2016,00:31:41
2387,1354,23-01-2016,16:22:21
2388,1159,23-01-2016,14:06:41
2389,4320,14-03-2016,16:22:10
2390,401,07-01-2016,16:08:35
2391,16469,04-10-2016,19:00:13
2392,21298,04-10-2016,00:00:00
2393,16349,02-10-2016,17:21:02
2394,5689,06-04-2016,00:28:28
2395,3811,05-03-2016,00:00:00
2396,20210,10-12-2016,00:00:00
2397,816,10-12-2016,17:04:08
2398,12640,30-07-2016,17:20:15
2399,14599,01-09-2016,14:30:28
2400,854,15-01-2016,00:00:00
2401,8675,25-05-2016,19:44:04
2402,11961,19-07-2016,15:00:00
2403,17420,23-10-2016,00:00:00
2404,11968,19-07-2016,16:05:00
2405,5983,11-04-2016,14:29:47
2406,14865,06-09-2016,14:29:47
2407,20162,09-12-2016,13:24:22
2408,9169,03-06-2016,13:08:00
2409,6022,11-04-2016,20:42:22
2410,12229,23-07-2016,18:39:00
2411,2653,13-02-2016,21:03:00
2412,20856,20-12-2016,18:03:47
2413,16434,03-10-2016,21:31:01
2414,11536,12-07-2016,14:06:00
2415,1479,25-01-2016,17:30:14
2416,5975,11-04-2016,13:07:51
2417,9853,14-06-2016,18:51:00
2418,17016,15-10-2016,18:21:52
2419,10820,01-07-2016,00:00:00
2420,19990,06-12-2016,14:19:00
2421,4065,10-03-2016,12:47:00
2422,12015,20-07-2016,00:00:00
2423,5926,10-04-2016,13:33:15
2424,10573,26-06-2016,23:04:52
2425,5235,29-03-2016,19:05:52
2426,21150,27-12-2016,12:48:00
2427,17837,31-10-2016,17:11:19
2428,5799,07-04-2016,17:11:19
2429,3755,05-03-2016,00:20:34
2430,19916,04-12-2016,00:00:00
2431,8295,19-05-2016,14:19:08
2432,14957,07-09-2016,00:00:00
2433,20207,07-09-2016,00:00:00
2434,942,16-01-2016,17:18:37
2435,18386,09-11-2016,17:18:37
2436,17966,02-11-2016,16:16:00
2437,3974,08-03-2016,17:41:34
2438,18436,08-03-2016,18:43:22
2439,15359,14-09-2016,12:54:00
2440,2761,15-02-2016,00:00:00
2441,6020,11-04-2016,20:14:00
2442,10307,22-06-2016,18:02:36
2443,7506,06-05-2016,18:22:13
2444,15549,17-09-2016,00:00:00
2445,13328,10-08-2016,20:44:00
2446,19138,23-11-2016,13:48:00
2447,6666,22-04-2016,16:48:33
2448,3529,28-02-2016,21:52:13
2449,18692,15-11-2016,21:52:13
2450,17396,23-10-2016,13:03:00
2451,3868,06-03-2016,20:18:30
2452,21187,28-12-2016,20:18:30
2453,9193,03-06-2016,17:44:00
2454,1549,26-01-2016,21:12:55
2455,5523,03-04-2016,14:47:00
2456,8590,24-05-2016,14:32:47
2457,3723,04-03-2016,16:29:02
2458,17191,18-10-2016,00:00:00
2459,19977,05-12-2016,21:53:57
2460,16591,07-10-2016,21:53:57
2461,6887,26-04-2016,21:53:57
2462,1704,29-01-2016,18:15:00
2463,5012,26-03-2016,13:12:34
2464,20690,17-12-2016,20:50:00
2465,15559,17-09-2016,20:50:00
2466,1950,02-02-2016,00:00:00
2467,11651,14-07-2016,13:05:00
2468,5933,10-04-2016,15:48:53
2469,9209,04-06-2016,00:00:00
2470,7415,04-06-2016,20:57:00
2471,6610,21-04-2016,00:00:00
2472,18049,04-11-2016,13:13:25
2473,7329,03-05-2016,00:00:00
2474,641,11-01-2016,13:37:46
2475,19107,22-11-2016,00:00:00
2476,8061,15-05-2016,17:55:00
2477,6047,15-05-2016,13:11:46
2478,1796,31-01-2016,13:31:47
2479,7188,01-05-2016,00:58:03
2480,19160,23-11-2016,18:51:25
2481,5487,02-04-2016,19:19:00
2482,14968,07-09-2016,21:23:51
2483,6861,25-04-2016,00:00:00
2484,18423,10-11-2016,17:03:56
2485,15729,20-09-2016,00:42:58
2486,12557,29-07-2016,00:00:00
2487,9826,14-06-2016,14:10:47
2488,13941,20-08-2016,21:12:17
2489,9164,03-06-2016,12:52:06
2490,14001,21-08-2016,20:20:58
2491,3254,24-02-2016,16:39:08
2492,14627,24-02-2016,00:00:00
2493,13526,14-08-2016,13:03:22
2494,2548,14-08-2016,00:48:03
2495,20385,12-12-2016,00:00:00
2496,10275,22-06-2016,11:49:10
2497,18825,17-11-2016,11:49:10
2498,447,08-01-2016,00:00:00
2499,11540,12-07-2016,00:00:00
2500,12081,21-07-2016,15:22:25
2501,5467,02-04-2016,15:45:57
2502,14891,06-09-2016,17:51:42
2503,14372,28-08-2016,15:57:26
2504,832,14-01-2016,18:47:00
2505,17277,21-10-2016,11:25:00
2506,13530,14-08-2016,00:00:00
2507,16478,04-10-2016,00:00:00
2508,4762,21-03-2016,18:39:15
2509,6853,25-04-2016,18:02:22
2510,7803,11-05-2016,18:05:56
2511,21046,23-12-2016,20:45:00
2512,11407,10-07-2016,00:22:30
2513,3357,26-02-2016,00:22:30
2514,13268,09-08-2016,20:28:00
2515,4869,23-03-2016,00:00:00
2516,19869,04-12-2016,14:14:00
2517,13621,15-08-2016,17:21:00
2518,13225,09-08-2016,00:00:00
2519,6312,16-04-2016,18:54:21
2520,15704,19-09-2016,19:08:02
2521,20992,22-12-2016,21:09:43
2522,2467,10-02-2016,21:35:04
2523,5481,02-04-2016,21:35:04
2524,15921,23-09-2016,18:01:10
2525,3687,03-03-2016,20:25:37
2526,11088,04-07-2016,19:49:56
2527,17892,01-11-2016,14:47:00
2528,7607,01-11-2016,16:32:57
2529,10559,26-06-2016,00:00:00
2530,8156,16-05-2016,20:03:21
2531,11410,10-07-2016,20:03:21
2532,17372,22-10-2016,18:57:19
2533,19792,03-12-2016,11:45:17
2534,3187,23-02-2016,13:27:18
2535,19844,03-12-2016,20:26:00
2536,18745,16-11-2016,13:39:21
2537,19335,26-11-2016,16:04:00
2538,12403,26-07-2016,16:30:00
2539,2518,11-02-2016,19:02:00
2540,11839,17-07-2016,15:39:46
2541,11388,09-07-2016,19:27:00
2542,20211,10-12-2016,19:27:00
2543,7960,10-12-2016,00:00:00
2544,1851,01-02-2016,00:00:00
2545,2177,06-02-2016,11:25:48
2546,8300,19-05-2016,16:04:00
2547,5315,31-03-2016,12:48:46
2548,9567,09-06-2016,21:42:20
2549,5029,26-03-2016,00:00:00
2550,8214,17-05-2016,00:00:00
2551,5611,04-04-2016,19:46:00
2552,21114,26-12-2016,13:54:47
2553,18603,13-11-2016,00:00:00
2554,8795,28-05-2016,00:00:00
2555,8699,26-05-2016,13:54:00
2556,7534,07-05-2016,13:54:00
2557,14041,22-08-2016,17:53:00
2558,1818,31-01-2016,17:53:00
2559,17877,31-10-2016,17:53:00
2560,8342,20-05-2016,14:18:05
2561,19713,01-12-2016,17:59:00
2562,3854,06-03-2016,18:00:00
2563,12176,22-07-2016,00:00:00
2564,6058,12-04-2016,16:39:27
2565,14540,31-08-2016,00:00:00
2566,9517,09-06-2016,12:56:00
2567,12418,26-07-2016,12:56:00
2568,8144,16-05-2016,18:04:46
2569,3831,06-03-2016,00:00:00
2570,12873,03-08-2016,13:54:00
2571,21136,26-12-2016,21:12:36
2572,624,26-12-2016,21:12:36
2573,7324,03-05-2016,21:12:36
2574,10037,17-06-2016,19:03:27
2575,12934,04-08-2016,00:00:00
2576,13490,13-08-2016,16:48:05
2577,20507,14-12-2016,21:46:43
2578,19118,22-11-2016,21:51:00
2579,3350,26-02-2016,00:00:00
2580,9122,02-06-2016,15:19:03
2581,11724,15-07-2016,16:01:38
2582,19770,15-07-2016,00:00:00
2583,19645,30-11-2016,17:07:00
2584,12254,24-07-2016,12:32:09
2585,302,05-01-2016,19:57:37
2586,12311,24-07-2016,00:00:00
2587,21018,23-12-2016,14:20:00
2588,15229,11-09-2016,22:41:00
2589,15367,14-09-2016,13:52:00
2590,20689,17-12-2016,20:25:29
2591,19797,03-12-2016,12:19:56
2592,20922,21-12-2016,12:19:56
2593,5944,10-04-2016,17:39:00
2594,4972,25-03-2016,17:43:05
2595,8142,16-05-2016,17:56:00
2596,6112,13-04-2016,14:03:46
2597,11097,04-07-2016,00:00:00
2598,14021,22-08-2016,13:54:00
2599,7699,22-08-2016,20:46:07
2600,12074,21-07-2016,13:33:00
2601,6248,15-04-2016,17:54:44
2602,21237,29-12-2016,00:00:00
2603,19971,05-12-2016,20:06:00
2604,6930,26-04-2016,00:00:00
2605,11229,26-04-2016,00:00:00
2606,12275,24-07-2016,17:11:19
2607,18554,12-11-2016,20:51:27
2608,20516,15-12-2016,00:19:14
2609,5576,04-04-2016,00:19:14
2610,9900,15-06-2016,16:48:03
2611,5578,04-04-2016,13:58:00
2612,121,02-01-2016,19:38:48
2613,20425,13-12-2016,17:21:59
2614,2309,08-02-2016,13:06:00
2615,13605,15-08-2016,15:01:37
2616,14919,07-09-2016,00:25:20
2617,3310,07-09-2016,15:39:00
2618,5089,27-03-2016,16:12:46
2619,1732,30-01-2016,00:20:46
2620,7173,01-05-2016,11:43:37
2621,246,04-01-2016,20:30:00
2622,7782,11-05-2016,14:21:17
2623,18280,08-11-2016,00:00:00
2624,15797,21-09-2016,16:40:29
2625,1597,27-01-2016,18:22:00
2626,15624,18-09-2016,17:25:00
2627,20443,13-12-2016,17:25:00
2628,8869,29-05-2016,15:34:52
2629,8376,20-05-2016,19:51:00
2630,15731,20-09-2016,13:55:20
2631,20104,08-12-2016,13:08:00
2632,3425,27-02-2016,13:08:00
2633,141,03-01-2016,13:16:01
2634,491,08-01-2016,19:01:00
2635,13094,07-08-2016,00:00:00
2636,601,10-01-2016,18:58:00
2637,5735,06-04-2016,21:12:12
2638,9412,06-04-2016,00:00:00
2639,14002,21-08-2016,00:00:00
2640,13540,14-08-2016,14:02:00
2641,10315,14-08-2016,19:29:01
2642,12724,31-07-2016,00:00:00
2643,313,06-01-2016,12:09:00
2644,4108,10-03-2016,20:20:38
2645,6380,17-04-2016,20:05:48
2646,14206,25-08-2016,17:45:00
2647,4308,14-03-2016,13:24:46
2648,11369,09-07-2016,16:39:34
2649,17333,22-10-2016,11:53:12
2650,13723,17-08-2016,12:30:00
2651,6744,23-04-2016,19:51:00
2652,10580,27-06-2016,12:23:19
2653,14976,08-09-2016,00:00:00
2654,1483,25-01-2016,00:00:00
2655,17517,24-10-2016,00:00:00
2656,6074,12-04-2016,19:07:03
2657,11995,12-04-2016,19:27:03
2658,13827,18-08-2016,20:51:53
2659,2490,11-02-2016,13:58:36
2660,18668,14-11-2016,20:22:06
2661,9996,17-06-2016,11:48:19
2662,10791,30-06-2016,20:46:00
2663,18807,17-11-2016,13:43:54
2664,20872,20-12-2016,20:02:22
2665,4571,18-03-2016,20:02:22
2666,3963,08-03-2016,15:59:35
2667,11167,06-07-2016,12:12:21
2668,6187,14-04-2016,18:03:00
2669,741,13-01-2016,12:49:00
2670,6684,22-04-2016,20:03:53
2671,19265,25-11-2016,17:19:00
2672,21276,30-12-2016,00:00:00
2673,9744,30-12-2016,00:00:00
2674,16784,11-10-2016,00:00:00
2675,4792,22-03-2016,00:00:00
2676,17231,20-10-2016,13:15:00
2677,11477,11-07-2016,00:00:00
2678,10498,25-06-2016,19:22:18
2679,333,06-01-2016,14:16:36
2680,14879,06-09-2016,15:56:00
2681,20335,11-12-2016,21:35:11
2682,11672,14-07-2016,18:09:50
2683,12681,31-07-2016,13:52:36
2684,12771,01-08-2016,18:26:37
2685,5753,07-04-2016,00:00:00
2686,12178,22-07-2016,00:00:00
2687,7234,01-05-2016,00:00:00
2688,1188,20-01-2016,19:25:25
2689,2349,08-02-2016,20:59:06
2690,12674,31-07-2016,13:12:00
2691,19717,31-07-2016,18:46:00
2692,13280,10-08-2016,11:28:32
2693,8892,29-05-2016,19:39:34
2694,714,12-01-2016,16:55:08
2695,3190,23-02-2016,14:24:16
2696,2941,18-02-2016,00:00:00
2697,16636,08-10-2016,00:00:00
2698,19438,27-11-2016,15:46:00
2699,2549,12-02-2016,13:06:59
2700,8243,18-05-2016,13:06:59
2701,14810,05-09-2016,00:00:00
2702,17943,02-11-2016,00:00:00
2703,9915,15-06-2016,18:14:00
2704,15223,15-06-2016,21:04:49
2705,80,02-01-2016,12:35:38
2706,19439,27-11-2016,15:58:00
2707,20054,07-12-2016,14:35:45
2708,19498,27-11-2016,20:59:24
2709,857,15-01-2016,13:01:53
2710,13237,09-08-2016,14:37:00
2711,13916,20-08-2016,00:00:00
2712,20646,17-12-2016,12:48:52
2713,20124,08-12-2016,17:45:00
2714,15076,08-12-2016,18:13:00
2715,578,10-01-2016,00:00:00
2716,15498,16-09-2016,14:45:14
2717,19665,16-09-2016,20:19:00
2718,338,06-01-2016,15:18:26
2719,16883,14-10-2016,11:42:00
2720,14641,02-09-2016,00:20:35
2721,11863,17-07-2016,00:00:00
2722,8188,17-05-2016,00:00:00
2723,6194,14-04-2016,19:13:18
2724,6126,13-04-2016,17:06:54
2725,16817,11-10-2016,19:11:36
2726,2662,13-02-2016,22:22:32
2727,6215,15-04-2016,13:00:00
2728,17402,23-10-2016,13:19:41
2729,13643,15-08-2016,19:56:24
2730,3200,23-02-2016,17:16:39
2731,2420,10-02-2016,12:43:17
2732,5111,27-03-2016,18:46:46
2733,19715,27-03-2016,18:03:39
2734,13914,20-08-2016,16:58:00
2735,12216,23-07-2016,16:41:00
2736,15054,09-09-2016,15:13:21
2737,1514,26-01-2016,13:51:00
2738,4902,26-01-2016,15:31:33
2739,6237,15-04-2016,16:35:13
2740,2414,10-02-2016,12:10:37
2741,3634,02-03-2016,12:10:37
2742,14749,04-09-2016,12:32:00
2743,15672,19-09-2016,13:09:49
2744,20403,13-12-2016,00:43:38
2745,8134,16-05-2016,00:00:00
2746,2940,18-02-2016,00:00:00
2747,19074,21-11-2016,22:46:00
2748,16108,28-09-2016,19:47:32
2749,17086,16-10-2016,18:03:00
2750,10569,26-06-2016,00:00:00
2751,19273,26-06-2016,18:43:00
2752,18278,07-11-2016,22:52:19
2753,5462,02-04-2016,22:52:19
2754,16328,02-10-2016,13:13:47
2755,17833,31-10-2016,16:46:00
2756,20789,19-12-2016,16:11:18
